Pathway identifier,Pathway name,#Entities found,#Entities total,#Interactors found,#Interactors total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Submitted entities hit interactor,Interacts with,Found reaction identifiers
R-HSA-3214842,"HDMs demethylate histones",0,32,12,57,0.0023073040594130795,0.9999987688127384,0.9999987688127384,5,17,0.0014601047839903805,9606,Homo sapiens,"","",HAT1_HUMAN;RBBP7_HUMAN;MCM5_HUMAN;CARM1_HUMAN;MCM2_HUMAN;RBBP4_HUMAN;MCM3_HUMAN;TP53B_HUMAN;SMCA5_HUMAN;ANM5_HUMAN;HDAC1_HUMAN;1433Z_HUMAN,P62805;Q6NYC1,"R-HSA-5661124;R-HSA-5661125;R-HSA-5661122;R-HSA-4754176;R-HSA-5423117"
R-HSA-8876725,"Protein methylation",6,19,31,144,0.001369961785276516,0.99999879830303,0.99999879830303,7,9,7.729966503478485E-4,9606,Homo sapiens,"RS2_HUMAN;ETFB_HUMAN;EF1A1_HUMAN;TERA_HUMAN;EF2_HUMAN;HSP7C_HUMAN","P11142;P15880;P13639;P68104;P55072;P38117",RS2_HUMAN;CHIP_HUMAN;LDHA_HUMAN;HS105_HUMAN;BAG3_HUMAN;STXB1_HUMAN;CLH1_HUMAN;FAF2_HUMAN;RL9_HUMAN;ASNS_HUMAN;HS74L_HUMAN;SNW1_HUMAN;1433Z_HUMAN;GRB2_HUMAN;PP1A_HUMAN;NPL4_HUMAN;SDCB1_HUMAN;HPRT_HUMAN;DNJC7_HUMAN;PFD5_HUMAN;HS90A_HUMAN;EGFR_HUMAN;HSP74_HUMAN;TERA_HUMAN;UFD1_HUMAN;ARPC4_HUMAN;PSA1_HUMAN;TTL12_HUMAN;BAG5_HUMAN;CLCA_HUMAN;HSP7C_HUMAN,Q8WXB1;O60678;P55072;Q96G04;P68104;P11142,"R-HSA-8879123;R-HSA-8932221;R-HSA-8932413;R-HSA-8931858;R-HSA-8932243;R-HSA-8932276;R-HSA-8931974"
R-HSA-5663205,"Infectious disease",172,537,192,1068,0.03871944624702574,0.9999988045230588,0.9999988045230588,196,328,0.02817143347934381,9606,Homo sapiens,"RL29_HUMAN;CCNK_HUMAN;HS90B_HUMAN;NU107_HUMAN;RL4_HUMAN;RL35A_HUMAN;IMA3_HUMAN;PSB5_HUMAN;RL26_HUMAN;PSA5_HUMAN;VP37B_HUMAN;NU205_HUMAN;RL36_HUMAN;PSD11_HUMAN;RLA1_HUMAN;RS23_HUMAN;CALR_HUMAN;RS13_HUMAN;RS10_HUMAN;RS20_HUMAN;PPIA_HUMAN;SRC_HUMAN;RS4X_HUMAN;PSB2_HUMAN;XPO1_HUMAN;PSMD3_HUMAN;RL23_HUMAN;TPR_HUMAN;PRS6B_HUMAN;CALX_HUMAN;RAC1_HUMAN;NPM_HUMAN;RS16_HUMAN;PDC6I_HUMAN;RS27L_HUMAN;STAM1_HUMAN;RS19_HUMAN;NUP88_HUMAN;RS7_HUMAN;SPT5H_HUMAN;RS2_HUMAN;MP2K2_HUMAN;B2MG_HUMAN;PSME2_HUMAN;NMT1_HUMAN;PRS4_HUMAN;RL27_HUMAN;RL9_HUMAN;AP1M1_HUMAN;RS18_HUMAN;RL11_HUMAN;NU155_HUMAN;RL7A_HUMAN;RL34_HUMAN;RL36L_HUMAN;RL21_HUMAN;RL3_HUMAN;AP2B1_HUMAN;RS28_HUMAN;FEN1_HUMAN;STAM2_HUMAN;T2FA_HUMAN;PSME3_HUMAN;PSB7_HUMAN;RL28_HUMAN;NCBP1_HUMAN;XRCC6_HUMAN;RS17_HUMAN;RS11_HUMAN;PAK2_HUMAN;RS29_HUMAN;NUP98_HUMAN;PSMD2_HUMAN;SP16H_HUMAN;PSB1_HUMAN;PSA6_HUMAN;CLCA_HUMAN;RLA0_HUMAN;RS3A_HUMAN;RL13A_HUMAN;PSMD4_HUMAN;RL10A_HUMAN;XRCC5_HUMAN;RBX1_HUMAN;CLH1_HUMAN;RL12_HUMAN;PSME4_HUMAN;RL22_HUMAN;ISG15_HUMAN;RL8_HUMAN;NU153_HUMAN;RL18A_HUMAN;MP2K1_HUMAN;PSMD1_HUMAN;PSME1_HUMAN;GRB2_HUMAN;PSIP1_HUMAN;RL5_HUMAN;RANG_HUMAN;RS3_HUMAN;NUP50_HUMAN;NU133_HUMAN;RL38_HUMAN;RCC1_HUMAN;AP1B1_HUMAN;PSA4_HUMAN;SSRP1_HUMAN;HS90A_HUMAN;RLA2_HUMAN;RAGP1_HUMAN;DNJC3_HUMAN;RPB3_HUMAN;RL35_HUMAN;RS12_HUMAN;RS15A_HUMAN;PABP2_HUMAN;IMA4_HUMAN;RAN_HUMAN;PSMD7_HUMAN;BAF_HUMAN;RS27_HUMAN;PSB6_HUMAN;RL15_HUMAN;PSA1_HUMAN;IMA1_HUMAN;NUP93_HUMAN;VPS4B_HUMAN;IMB1_HUMAN;RS25_HUMAN;ARF1_HUMAN;PRS7_HUMAN;NUP54_HUMAN;EF2_HUMAN;PSA3_HUMAN;PSB3_HUMAN;RL23A_HUMAN;RL27A_HUMAN;IPO5_HUMAN;CHM4B_HUMAN;VPS4A_HUMAN;HGS_HUMAN;PSD12_HUMAN;PSMD6_HUMAN;PRS10_HUMAN;RL31_HUMAN;NUP37_HUMAN;RL6_HUMAN;RS6_HUMAN;AP2A1_HUMAN;HMGA1_HUMAN;IMA5_HUMAN;CHMP5_HUMAN;RL13_HUMAN;ADT2_HUMAN;AP1G1_HUMAN;DNLI1_HUMAN;PSB4_HUMAN;PRS8_HUMAN;PSDE_HUMAN;RS26_HUMAN;E2AK2_HUMAN;PSD13_HUMAN;RS27A_HUMAN;PSMD5_HUMAN;TCEA1_HUMAN;RAE1L_HUMAN;SH3G1_HUMAN;RS14_HUMAN;RL7_HUMAN;NUP43_HUMAN","P36507;P23396;P07900;P62917;Q9H444;P62081;P12931;P18124;O00267;P62750;P47914;P62993-1;P62195;P62877;P46783;Q8WUM4;P09496;P62913;P62753;Q8WUM0;Q14974;P13639;P55036;P36578;O75531;P62244;P63173;Q08945;P12270;P52292;P61313;Q16401;P60900;P46777;P46776;P60866;P46779;P62249;P46778;P25398;Q86U42;P62937;Q9UN37;P52294;O75886;P57740;P35998;P18858;P25789;Q8NFH3;P40429;P17096;P62899;P25788;Q8NFH4;P61289;Q9BXS5;O14964;P25786;Q14997;P62826;P08708;O14980;P26373;P62829;Q9UNM6;P18077;Q8N1F7;O75475;Q99460;O75351;Q9NZZ3;P18754;P42677;P62266;P15880;Q02543;P05161;P62263;P62701;Q7Z3B4;Q92783;P43487;P62269;Q9UKX7;P62424;Q969Q0;Q9Y3U8;P52948-3;P52948-4;O00505;Q71UM5;P23193;Q10567;O00629;P62280;P51665;P52948-5;P39019;P19525;P62277;Q99567;Q99961;P30050;P39023;P62273;P63000;O75909;P27824;Q13200;P46060;O43242;P06748;Q09161;O00231;O75694;P19387;O00232;Q99436;P61353;P63010;P05141;P49721;P49720;Q13177;P05386;P05387;P27797;P05388;Q9Y5B9;P49207;P12956;P28066;P32969;Q13217;Q06323;P78406;O00487;P42766;Q02878;P13010;P62333;P20618;Q00610;Q9H9H4;P61247;P62857;P62979;P62851;P61769;P62854;Q15008;P49790;Q9UL46;P62906;P30419;P35269;P39748;P28074;P62191;P35268;Q02750;P28072;O00410;P28070;O95782;O43747;P61254;P84077;Q92621;P08238;P43686",FKBP4_HUMAN;CATD_HUMAN;HS90B_HUMAN;PDIA1_HUMAN;SGT1_HUMAN;SSBP_HUMAN;GNAI2_HUMAN;CSN5_HUMAN;IDH3A_HUMAN;IMA3_HUMAN;RTCB_HUMAN;BASI_HUMAN;MOV10_HUMAN;DHX9_HUMAN;MOES_HUMAN;PELP1_HUMAN;CALR_HUMAN;GPKOW_HUMAN;LPPRC_HUMAN;PPIA_HUMAN;MFAP1_HUMAN;SRC_HUMAN;FLNB_HUMAN;PP1A_HUMAN;XPO1_HUMAN;MYL6_HUMAN;CPSF1_HUMAN;COX41_HUMAN;EMD_HUMAN;GDIR1_HUMAN;PTN11_HUMAN;RT09_HUMAN;CALX_HUMAN;RAC1_HUMAN;H2B2E_HUMAN;NPM_HUMAN;EGFR_HUMAN;STT3A_HUMAN;RENT1_HUMAN;PDC6I_HUMAN;KHDR1_HUMAN;KTN1_HUMAN;PTN1_HUMAN;CDC42_HUMAN;BAG5_HUMAN;SPT5H_HUMAN;LDLR_HUMAN;MK01_HUMAN;ACTN1_HUMAN;UGGG1_HUMAN;RPN2_HUMAN;RHOG_HUMAN;TOP1_HUMAN;VRK1_HUMAN;CAV1_HUMAN;NMT1_HUMAN;TMED9_HUMAN;XPO5_HUMAN;AP1M1_HUMAN;EIF3E_HUMAN;CDK6_HUMAN;PCNA_HUMAN;RL11_HUMAN;AT2A2_HUMAN;S61A1_HUMAN;STIP1_HUMAN;PAF1_HUMAN;AP2B1_HUMAN;ECHA_HUMAN;MYH9_HUMAN;WBP11_HUMAN;ATD3B_HUMAN;RAB1A_HUMAN;TRI25_HUMAN;IF2A_HUMAN;1433B_HUMAN;EPHA2_HUMAN;ATP5J_HUMAN;ATPG_HUMAN;EXOC4_HUMAN;FINC_HUMAN;SET_HUMAN;PAK2_HUMAN;SP16H_HUMAN;EFGM_HUMAN;PP1B_HUMAN;ESYT1_HUMAN;HSPB1_HUMAN;CRK_HUMAN;TMED2_HUMAN;CSK2B_HUMAN;HNRPK_HUMAN;RPN1_HUMAN;RS3A_HUMAN;PRKDC_HUMAN;CHIP_HUMAN;TENS3_HUMAN;M3K7_HUMAN;COPB2_HUMAN;MCM2_HUMAN;TEBP_HUMAN;RBX1_HUMAN;RL12_HUMAN;RL22_HUMAN;GANAB_HUMAN;EBP_HUMAN;PA2G4_HUMAN;UBE2O_HUMAN;SSRA_HUMAN;2A5E_HUMAN;HXK1_HUMAN;ITB1_HUMAN;LEG3_HUMAN;MP2K1_HUMAN;SUMO1_HUMAN;DSRAD_HUMAN;1433Z_HUMAN;GRB2_HUMAN;KC1A_HUMAN;SSRD_HUMAN;SAHH2_HUMAN;SUN1_HUMAN;FKBP5_HUMAN;TMEDA_HUMAN;YAP1_HUMAN;CDK4_HUMAN;NUP50_HUMAN;CDC37_HUMAN;SYEP_HUMAN;RCC1_HUMAN;DDX49_HUMAN;HS90A_HUMAN;LMNA_HUMAN;MBB1A_HUMAN;DJB11_HUMAN;FIP1_HUMAN;RPB3_HUMAN;KAP2_HUMAN;IMA4_HUMAN;BAF_HUMAN;RAN_HUMAN;STAT3_HUMAN;ECHB_HUMAN;TAB1_HUMAN;PSB6_HUMAN;PSA1_HUMAN;IMA1_HUMAN;AT2B1_HUMAN;ATPB_HUMAN;AIMP2_HUMAN;ATPO_HUMAN;IMB1_HUMAN;LMNB1_HUMAN;SRPRB_HUMAN;PSA3_HUMAN;PABP1_HUMAN;ACSL3_HUMAN;YBOX1_HUMAN;HDAC1_HUMAN;CHM4B_HUMAN;CKAP4_HUMAN;DYL2_HUMAN;GCP60_HUMAN;SPB1_HUMAN;LIS1_HUMAN;EDC4_HUMAN;SNW1_HUMAN;IQGA1_HUMAN;ENOA_HUMAN;RS6_HUMAN;ANM5_HUMAN;TECR_HUMAN;IMA5_HUMAN;RTN4_HUMAN;CDK2_HUMAN;PGRC1_HUMAN;KAP0_HUMAN;KPCI_HUMAN;ATPD_HUMAN;E2AK2_HUMAN;VAPA_HUMAN;PLCG1_HUMAN;LBR_HUMAN;AIP_HUMAN;BAIP2_HUMAN;BCAR1_HUMAN;FLNA_HUMAN;STOM_HUMAN;SH3G1_HUMAN;DHB12_HUMAN;RL7_HUMAN;HSP7C_HUMAN,Q92608;P46060;Q96CW1;Q9Y297;P06241;P27824;O14980;P03496;Q8WUM4;O75531;O43148;O00410;P05919;P07900;P08238;P0DMV8;P63208;P04591;Q92556;P43487;O14733;P08631;O95639;16761;P63000;P18754;P19525;Q02750;P12931;P03508;O60716;Q86U42;15996;O00267;P03433;P06748;Q14974;P04601;Q9Y5B0;P39748;P04608;P55199;Q6VY07;15422;17489;P06239;P04578;P23193;P52294;P62937;P36507;Q16881;Q13177;P27797;P03485;P63027;17552;P08581;P04618;P12236;P50750,"R-HSA-184323;R-HSA-180739;R-HSA-180736;R-HSA-182279;R-HSA-175108;R-HSA-182795;R-HSA-182286;R-HSA-175117;R-HSA-5211224;R-HSA-167459;R-HSA-167468;R-HSA-167474;R-HSA-167478;R-HSA-173111;R-HSA-167477;R-HSA-173115;R-HSA-167481;R-HSA-167484;R-HSA-8876230;R-HSA-175174;R-HSA-173642;R-HSA-3149432;R-HSA-3149433;R-HSA-182859;R-HSA-3149434;R-HSA-184392;R-HSA-175177;R-HSA-164943;R-HSA-8876246;R-HSA-8876240;R-HSA-8876255;R-HSA-182876;R-HSA-162914;R-HSA-8876262;R-HSA-8876258;R-HSA-5228578;R-HSA-192627;R-HSA-167537;R-HSA-5250606;R-HSA-5211340;R-HSA-3159227;R-HSA-167566;R-HSA-175250;R-HSA-5211356;R-HSA-164503;R-HSA-164500;R-HSA-180885;R-HSA-175258;R-HSA-200858;R-HSA-164507;R-HSA-164504;R-HSA-164505;R-HSA-164510;R-HSA-164508;R-HSA-164509;R-HSA-164514;R-HSA-165027;R-HSA-164515;R-HSA-167072;R-HSA-164512;R-HSA-164513;R-HSA-164519;R-HSA-165028;R-HSA-167076;R-HSA-192677;R-HSA-167077;R-HSA-164522;R-HSA-165034;R-HSA-167083;R-HSA-164520;R-HSA-180905;R-HSA-164521;R-HSA-200879;R-HSA-167087;R-HSA-164527;R-HSA-167084;R-HSA-164524;R-HSA-167597;R-HSA-167085;R-HSA-3149440;R-HSA-167090;R-HSA-165043;R-HSA-164528;R-HSA-167601;R-HSA-167089;R-HSA-5211387;R-HSA-165047;R-HSA-167098;R-HSA-167097;R-HSA-165055;R-HSA-3149454;R-HSA-192704;R-HSA-167111;R-HSA-173771;R-HSA-167115;R-HSA-173769;R-HSA-167113;R-HSA-112333;R-HSA-167630;R-HSA-167118;R-HSA-200908;R-HSA-167117;R-HSA-170706;R-HSA-170704;R-HSA-167633;R-HSA-167121;R-HSA-167130;R-HSA-167128;R-HSA-167134;R-HSA-167133;R-HSA-167136;R-HSA-192746;R-HSA-167147;R-HSA-167150;R-HSA-167148;R-HSA-194796;R-HSA-3159232;R-HSA-167153;R-HSA-200954;R-HSA-200952;R-HSA-8951690;R-HSA-5210947;R-HSA-167181;R-HSA-8876948;R-HSA-167191;R-HSA-171291;R-HSA-167192;R-HSA-162590;R-HSA-6791035;R-HSA-5250892;R-HSA-167196;R-HSA-167197;R-HSA-5336421;R-HSA-5336420;R-HSA-192830;R-HSA-180540;R-HSA-167234;R-HSA-167235;R-HSA-8876993;R-HSA-180555;R-HSA-192841;R-HSA-8877003;R-HSA-187213;R-HSA-195926;R-HSA-180573;R-HSA-168285;R-HSA-168299;R-HSA-168297;R-HSA-180591;R-HSA-5210943;R-HSA-167282;R-HSA-168310;R-HSA-180599;R-HSA-167284;R-HSA-180597;R-HSA-180603;R-HSA-167288;R-HSA-180606;R-HSA-167292;R-HSA-168317;R-HSA-168326;R-HSA-180622;R-HSA-180627;R-HSA-168337;R-HSA-180630;R-HSA-180634;R-HSA-182171;R-HSA-168859;R-HSA-180632;R-HSA-168857;R-HSA-174494;R-HSA-174493;R-HSA-192925;R-HSA-182186;R-HSA-168878;R-HSA-168883;R-HSA-168880;R-HSA-182198;R-HSA-168894;R-HSA-168893;R-HSA-168896;R-HSA-5250962;R-HSA-169921;R-HSA-180687;R-HSA-184269;R-HSA-182243;R-HSA-180710;R-HSA-180709;R-HSA-1176059;R-HSA-8875371;R-HSA-164845;R-HSA-182263;R-HSA-180725;R-HSA-180728;R-HSA-3139027;R-HSA-180732"
R-HSA-176417,"Phosphorylation of Emi1",1,8,14,80,5.768260148532699E-4,0.9999989493771086,0.9999989493771086,2,2,1.71777033410633E-4,9606,Homo sapiens,"CDK1_HUMAN","P06493",MCM7_HUMAN;IF4B_HUMAN;MCM2_HUMAN;MCM6_HUMAN;UBP15_HUMAN;VRK1_HUMAN;TP53B_HUMAN;IDH3A_HUMAN;FADD_HUMAN;RD23B_HUMAN;MCM4_HUMAN;RGAP1_HUMAN;HDAC2_HUMAN;SF3B3_HUMAN,16761;P53350;15422,"R-HSA-174122;R-HSA-174174"
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",1,9,14,80,6.489292667099286E-4,0.9999989493771086,0.9999989493771086,3,4,3.43554066821266E-4,9606,Homo sapiens,"CDK1_HUMAN","P06493",MCM7_HUMAN;IF4B_HUMAN;MCM2_HUMAN;MCM6_HUMAN;UBP15_HUMAN;VRK1_HUMAN;TP53B_HUMAN;IDH3A_HUMAN;FADD_HUMAN;RD23B_HUMAN;MCM4_HUMAN;RGAP1_HUMAN;HDAC2_HUMAN;SF3B3_HUMAN,16761;P53350;15422,"R-HSA-2984220;R-HSA-2984226;R-HSA-2984258"
R-HSA-1660662,"Glycosphingolipid metabolism",5,86,3,64,0.006200879659672651,0.9999990076610081,0.9999990076610081,8,32,0.002748432534570128,9606,Homo sapiens,"HEXB_HUMAN;PPGB_HUMAN;SAP_HUMAN;ESYT1_HUMAN;AGAL_HUMAN","P07602;P10619;P06280;P07686;Q9BSJ8",TFR1_HUMAN;VRK1_HUMAN;IDH3A_HUMAN,16761;61048;15422,"R-HSA-1605736;R-HSA-1605624;R-HSA-1605595;R-HSA-1605724;R-HSA-1638845;R-HSA-1605632;R-HSA-8857662;R-HSA-1605591"
R-HSA-5625740,"RHO GTPases activate PKNs",17,80,21,202,0.005768260148532699,0.999999040281066,0.999999040281066,18,20,0.00171777033410633,9606,Homo sapiens,"PKN2_HUMAN;MYL6_HUMAN;1433E_HUMAN;1433B_HUMAN;H2AV_HUMAN;RAC1_HUMAN;1433T_HUMAN;H2B2E_HUMAN;MYPT1_HUMAN;1433F_HUMAN;1433S_HUMAN;1433G_HUMAN;H2A2C_HUMAN;MYH10_HUMAN;PP1B_HUMAN;1433Z_HUMAN;MYH9_HUMAN","P31946;Q16777;Q16513;Q16778;P31947;Q71UI9;P35579;P35580;P61981;P62140;P60660;P63000;P63104;P27348;P62258;O14974;Q04917",KC1A_HUMAN;PCBP1_HUMAN;SF3B2_HUMAN;1433B_HUMAN;RAC1_HUMAN;VIME_HUMAN;PFD5_HUMAN;VRK1_HUMAN;PSB4_HUMAN;MTA2_HUMAN;IDH3A_HUMAN;HDAC1_HUMAN;PRS4_HUMAN;VP37B_HUMAN;EIF3F_HUMAN;HDAC2_HUMAN;PELP1_HUMAN;SMCA4_HUMAN;CDC42_HUMAN;CDK1_HUMAN;CDC5L_HUMAN,16761;Q96A00;P30307;Q16512;O60341;Q13153;15422,"R-HSA-5625717;R-HSA-5671763;R-HSA-5623632;R-HSA-419232;R-HSA-5623667;R-HSA-75016;R-HSA-5671772;R-HSA-5625849;R-HSA-5625848;R-HSA-5625784;R-HSA-5625883;R-HSA-5671737;R-HSA-5625797;R-HSA-5625796;R-HSA-5671749;R-HSA-5623622;R-HSA-5625870;R-HSA-5625774"
R-HSA-1606322,"ZBP1(DAI) mediated induction of type I IFNs",2,23,9,89,0.001658374792703151,0.9999990812492642,0.9999990812492642,6,10,8.58885167053165E-4,9606,Homo sapiens,"DHX9_HUMAN;NFKB2_HUMAN","Q00653;Q08211",KC1A_HUMAN;HS90B_HUMAN;PGAM5_HUMAN;G3P_HUMAN;ANXA1_HUMAN;VRK1_HUMAN;IDH3A_HUMAN;FADD_HUMAN;TXLNA_HUMAN,16761;Q13546;Q9Y572;15422;Q9UHD2,"R-HSA-1810457;R-HSA-9604480;R-HSA-1606324;R-HSA-168910;R-HSA-168140;R-HSA-1606327"
R-HSA-8851680,"Butyrophilin (BTN) family interactions",0,12,6,77,8.652390222799049E-4,0.9999991034677576,0.9999991034677576,2,8,6.87108133642532E-4,9606,Homo sapiens,"","",SAHH2_HUMAN;SDCB1_HUMAN;GPX8_HUMAN;PSA3_HUMAN;VIME_HUMAN;EBP_HUMAN,Q8WVV5;O60437,"R-HSA-8851988;R-HSA-8938431"
R-HSA-422356,"Regulation of insulin secretion",17,104,53,184,0.007498738193092509,0.9999991350671746,0.9999991350671746,31,37,0.0031778751180967105,9606,Homo sapiens,"GNAI1_HUMAN;SAHH2_HUMAN;GBB1_HUMAN;GTR1_HUMAN;GNAI2_HUMAN;ADT2_HUMAN;STXB1_HUMAN;RAP1A_HUMAN;KAP0_HUMAN;KAP2_HUMAN;GBB4_HUMAN;GBG12_HUMAN;ARL2_HUMAN;IQGA1_HUMAN;GBB2_HUMAN;GNA11_HUMAN;ITPR3_HUMAN","Q9UBI6;P04899;P29992;Q9HAV0;O43865;P10644;P11166;P36404;P13861;P63096;P61764;P62834;P05141;P46940;P62879;P62873;Q14573",SNX2_HUMAN;SRP68_HUMAN;RAB5C_HUMAN;CLH1_HUMAN;IDH3A_HUMAN;EBP_HUMAN;PFKAM_HUMAN;TIF1B_HUMAN;COPZ1_HUMAN;SPTB2_HUMAN;MOES_HUMAN;STX5_HUMAN;CAND1_HUMAN;FLNB_HUMAN;MYL6_HUMAN;COPB_HUMAN;RCC1_HUMAN;AP1B1_HUMAN;RAC1_HUMAN;EGFR_HUMAN;KAP2_HUMAN;RAN_HUMAN;TLN1_HUMAN;KINH_HUMAN;ARL2_HUMAN;CDC42_HUMAN;LDHA_HUMAN;IMB1_HUMAN;E41L2_HUMAN;SEPT2_HUMAN;ARF1_HUMAN;ACTN1_HUMAN;MK01_HUMAN;RAC2_HUMAN;VRK1_HUMAN;COF1_HUMAN;CAZA1_HUMAN;PFKAL_HUMAN;IQGA1_HUMAN;SRP72_HUMAN;RACK1_HUMAN;DYN2_HUMAN;MYH9_HUMAN;PFKAP_HUMAN;RAB1A_HUMAN;SRP14_HUMAN;ACTG_HUMAN;ARL3_HUMAN;KAP0_HUMAN;FLNA_HUMAN;RAB7A_HUMAN;SPTN1_HUMAN;HSP7C_HUMAN,18348;16761;17552;P17252;15996;P61764;15422;Q9Y2Y0;17489;P63027,"R-HSA-381644;R-HSA-400015;R-HSA-265166;R-HSA-499981;R-HSA-5672027;R-HSA-163215;R-HSA-381707;R-HSA-381706;R-HSA-400023;R-HSA-169683;R-HSA-169680;R-HSA-416530;R-HSA-265682;R-HSA-400092;R-HSA-381727;R-HSA-400027;R-HSA-381668;R-HSA-381607;R-HSA-400037;R-HSA-400097;R-HSA-400046;R-HSA-381612;R-HSA-399978;R-HSA-381608;R-HSA-5250209;R-HSA-5250210;R-HSA-422320;R-HSA-399998;R-HSA-5250217;R-HSA-400063;R-HSA-399995"
R-HSA-8978934,"Metabolism of cofactors",3,66,6,57,0.004758814622539477,0.9999991548356754,0.9999991548356754,8,27,0.0023189899510435456,9606,Homo sapiens,"DYR_HUMAN;HS90A_HUMAN;IDHC_HUMAN","P07900;O75874;P00374",RAB1A_HUMAN;RAN_HUMAN;RAC1_HUMAN;CDC42_HUMAN;VRK1_HUMAN;IDH3A_HUMAN,16761;15996;15422,"R-HSA-389540;R-HSA-1497796;R-HSA-1497794;R-HSA-1474146;R-HSA-1475422;R-HSA-389550;R-HSA-1497853;R-HSA-1497784"
R-HSA-5579029,"Metabolic disorders of biological oxidation enzymes",2,82,1,25,0.005912466652246017,0.9999992091051709,0.9999992091051709,5,39,0.0033496521515073434,9606,Homo sapiens,"SAHH_HUMAN;GSHB_HUMAN","P23526;P48637",VRK1_HUMAN,15422,"R-HSA-5602901;R-HSA-5579084;R-HSA-5602892;R-HSA-5603087;R-HSA-5603208"
R-HSA-3065679,"SUMO is proteolytically processed",1,6,7,85,4.3261951113995244E-4,0.9999992349650526,0.9999992349650526,2,3,2.576655501159495E-4,9606,Homo sapiens,"SUMO1_HUMAN","P63165",HGS_HUMAN;SAE1_HUMAN;PELP1_HUMAN;SAE2_HUMAN;NPM_HUMAN;VIME_HUMAN;RAGP1_HUMAN,P63165;P61956,"R-HSA-2990840;R-HSA-2990842"
R-HSA-211976,"Endogenous sterols",1,71,1,18,0.00511933088182277,0.9999992349650526,0.9999992349650526,2,19,0.0016318818174010136,9606,Homo sapiens,"CP51A_HUMAN","Q16850",THIOM_HUMAN,P01189,"R-HSA-194678;R-HSA-193997"
R-HSA-1059683,"Interleukin-6 signaling",4,17,16,124,0.0012257552815631986,0.9999992588091021,0.9999992588091021,11,19,0.0016318818174010136,9606,Homo sapiens,"STAT1_HUMAN;STAT3_HUMAN;PTN11_HUMAN","P42224;P42224-1;Q06124;P40763",GRB2_HUMAN;1433B_HUMAN;1433E_HUMAN;1433T_HUMAN;VRK1_HUMAN;IDH3A_HUMAN;CAV1_HUMAN;EGFR_HUMAN;CRKL_HUMAN;1433F_HUMAN;CATA_HUMAN;STAT3_HUMAN;CD2AP_HUMAN;CRK_HUMAN;SRC_HUMAN;1433Z_HUMAN,16761;Q06124;P22681;15422,"R-HSA-1112690;R-HSA-1112514;R-HSA-1112708;R-HSA-1112565;R-HSA-1112727;R-HSA-1112602;R-HSA-1112538;R-HSA-1112587;R-HSA-1112604;R-HSA-1112510;R-HSA-1112703"
R-HSA-112311,"Neurotransmitter clearance",1,34,2,56,0.002451510563126397,0.9999993471807631,0.9999993471807631,2,11,9.447736837584815E-4,9606,Homo sapiens,"COMT_HUMAN","P21964",EMD_HUMAN;VAMP3_HUMAN,P21964,"R-HSA-379464;R-HSA-379387"
R-HSA-373753,"Nephrin family interactions",6,25,21,147,0.0018025812964164683,0.999999370656104,0.999999370656104,8,13,0.0011165507171691145,9606,Homo sapiens,"ACTN1_HUMAN;SPTB2_HUMAN;CD2AP_HUMAN;IQGA1_HUMAN;SPTN1_HUMAN;ACTN4_HUMAN","O43707;Q13813;P12814;Q9Y5K6;P46940;Q01082",GRB2_HUMAN;ARC1B_HUMAN;WBP11_HUMAN;HS90B_HUMAN;SDCB1_HUMAN;RAC1_HUMAN;VRK1_HUMAN;IDH3A_HUMAN;EGFR_HUMAN;PACN2_HUMAN;PDC6I_HUMAN;BAIP2_HUMAN;FINC_HUMAN;KHDR1_HUMAN;BCAR1_HUMAN;ARPC4_HUMAN;IQGA1_HUMAN;CD2AP_HUMAN;CDC42_HUMAN;ARPC3_HUMAN;ACTN4_HUMAN,16761;O60500;Q9Y5K6;P06241;O00401;15422;P46940,"R-HSA-373732;R-HSA-532603;R-HSA-373747;R-HSA-8981534;R-HSA-451377;R-HSA-451758;R-HSA-373727;R-HSA-451403"
R-HSA-1614635,"Sulfur amino acid metabolism",9,94,6,109,0.006777705674525921,0.9999994288549326,0.9999994288549326,14,37,0.0031778751180967105,9606,Homo sapiens,"ENOPH_HUMAN;MTAP_HUMAN;MTND_HUMAN;SAHH_HUMAN;AATM_HUMAN;AATC_HUMAN;THIOM_HUMAN;METH_HUMAN;THTM_HUMAN","Q13126;P23526;P00505;Q9BV57;P17174;Q9UHY7;Q99707;P25325;Q99757",CHIP_HUMAN;PSME3_HUMAN;ATRAP_HUMAN;VRK1_HUMAN;AP2B1_HUMAN;DCTD_HUMAN,Q99757;15422,"R-HSA-174401;R-HSA-174374;R-HSA-1237119;R-HSA-9034756;R-HSA-9035227;R-HSA-9013533;R-HSA-9035484;R-HSA-174391;R-HSA-9013471;R-HSA-9012721;R-HSA-1237160;R-HSA-1237129;R-HSA-1237102;R-HSA-9012597"
